name,city,country,iata,icao
Fazenda Campo Verde Airport,Taquarussu,BR,,SSIX
Fazenda Santa Adelina Airport,Guaicara,BR,,SSIY
Condominio Fazenda da Grama Airport,Itupeva,BR,,SSIZ
Santa Terezinha Airport,Joacaba,BR,JCB,SSJA
Salenco Airport,Sao Gabriel D`Oeste,BR,,SSJB
Fazenda do Jacui Airport,Guaiba,BR,,SSJC
Fazenda Sao Joaquim Airport,Selviria,BR,,SSJE
Fazenda Santa Ana Airport,Porto Murtinho,BR,,SSJG
Fazenda Guarani Airport,Nova Andradina,BR,,SSJH
Jardim Airport,Jardim,BR,,SSJI
Fazenda Tupi Airport,Nova Andradina,BR,,SSJJ
Julio de Castilho Airport,Julio De Castilho,BR,,SSJK
Fazenda Jamaica Airport,Camapua,BR,,SSJL
Fazenda Julio Martins Airport,Chapadao Do Sul,BR,,SSJM
Fazenda Angico Airport,Corumba,BR,,SSJO
Fazenda Junqueira Airport,Colorado,BR,,SSJP
Fazenda Floresta Airport,Ribeirao Cascalheira,BR,,SSJQ
Jaguarao Airport,Jaguarao,BR,,SSJR
Fazenda Rio Lagoa Airport,Ribas Do Rio Pardo,BR,,SSJT
Fazenda Santa Paula Airport,Inocencia,BR,,SSJU
Piratininga Airport,Corumba,BR,,SSJV
Fazenda Jauru Airport,Rio Brilhante,BR,,SSJW
Sao Bento Airport,Corumba,BR,,SSJX
Sao Joao Airport,Corumba,BR,,SSJY
Fazenda Tres Unidos Airport,Terra Roxa,BR,,SSJZ
Fazenda Campinas Airport,Corumba,BR,,SSKA
Fazenda Tupanciretan Airport,Aquidauana,BR,,SSKB
Fazenda Uniao Airport,Inocencia,BR,,SSKC
Fazenda Uniao Airport,Aquidauana,BR,,SSKD
Campo Evelina Airport,Santa Monica,BR,,SSKE
Porto Bonito Airport,Itaquirai,BR,,SSKF
Estancia Santa Maria Airport,Campo Grande,BR,,SSKG
Fazenda Karl Hermann Isenberg Airport,Aral Moreira,BR,,SSKH
Fazenda Santa Helena Airport,Cornelio Procopio,BR,,SSKI
Fazenda Mestica Airport,Rio Branco Do Ivai,BR,,SSKJ
Capao da Canoa Airport,Capao Da Canoa,BR,,SSKK
Fazenda Piao Airport,Amambai,BR,,SSKL
Campo Mourao Airport,Campo Mourao,BR,CBW,SSKM
Campo Novo Airport,Campo Novo,BR,,SSKN
Independencia Airport,Anastacio,BR,,SSKO
Copacel Airport,Palotina,BR,,SSKP
Fazenda Santa Rosa Airport,Nova Crixas,BR,,SSKQ
Fazenda Primavera Airport,Parauna,BR,,SSKR
Cachoeira do Sul Airport,Cachoeira Do Sul,BR,QDB,SSKS
Aeroclube de Santa Catarina Airport,Sao Jose,BR,,SSKT
Curitibanos Airport,Curitibanos,BR,QCR,SSKU
Retiro Sao Joao Airport,Ponta Pora,BR,,SSKV
Cacoal Airport,Cacoal,BR,OAL,SSKW
Fazenda Sao Luiz do Matao Airport,Carneirinho,BR,,SSKX
Fazenda Querencia Airport,Tangara Da Serra,BR,,SSKY
Carazinho Airport,Carazinho,BR,,SSKZ
Laguna Airport,Laguna,BR,,SSLA
Fazenda Sao Paulino Airport,Corumba,BR,,SSLB
Fazenda Laguna Carem Airport,Laguna Carapa,BR,,SSLC
Fazenda Lourdes Airport,Corumba,BR,,SSLD
Fazenda Palmeira Airport,Taquarussu,BR,,SSLF
Sao Luis Gonzaga Airport,Sao Luis Gonzaga,BR,,SSLG
Estancia Portal do Sol Airport,Itirapina,BR,,SSLI
Fazenda Santa Izabel Airport,Flores De Goias,BR,,SSLJ
Fazenda Aldeia Airport,Coxim,BR,,SSLK
Fazenda Itaguassu Airport,Antonio Joao,BR,,SSLL
Helmuth Baungarten Airport,Lontras,BR,LOI,SSLN
Loanda Airport,Loanda,BR,,SSLO
Fazenda Lucero Pora Airport,Porto Murtinho,BR,,SSLP
Fazenda Campanario Airport,Laguna Carapa,BR,,SSLQ
Ocorema Airport,Ladario,BR,,SSLR
Salto Santiago Airport,Laranjeiras Do Sul,BR,,SSLS
Alegrete Novo Airport,Alegrete,BR,ALQ,SSLT
Fazenda Aurora Airport,Jardim,BR,,SSLU
Fazenda Tres Cerros Airport,Bela Vista,BR,,SSLW
Fazenda Brasilia do Sul Airport,Juti,BR,,SSLX
Fazenda Vitoria do Ivinhema Airport,Ivinhema,BR,,SSLZ
Fazenda Sao Miguel da Catequese Airport,Nova Andradina,BR,,SSMC
Medianeira Airport,Medianeira,BR,,SSMD
Fazenda Ipiranga Airport,Anastacio,BR,,SSME
Mafra Airport,Mafra,BR,QMF,SSMF
Fazenda Santa Maria Airport,Capao Do Leao,BR,,SSMH
Fazenda Morrinhos Airport,Bela Vista,BR,,SSMI
Maracaju Airport,Maracaju,BR,,SSMJ
El Dorado Airport,Eldorado Do Sul,BR,,SSMK
Fazenda Maria Luiza Airport,Iguatemi,BR,,SSML
Kururuzinho Airport,Jacareacanga,BR,,SSMN
Fazenda Tres Minas Airport,Itambe,BR,,SSMP
Manoel Ribas Airport,Manoel Ribas,BR,,SSMR
Fazenda Rancho Esperanca Airport,Aral Moreira,BR,,SSMS
Mostardas Airport,Mostardas,BR,,SSMT
Fazenda Boa Vista Airport,Pirassununga,BR,,SSMV
Ica Airport,Peruibe,BR,,SSMW
Fazenda Planalto Airport,Nova Resende,BR,,SSMX
Sao Miguel do Iguacu Airport,Sao Miguel Do Iguacu,BR,,SSMY
Fazenda Sao Mateus Airport,Comodoro,BR,,SSMZ
Estancia Miranda Airport,Miranda,BR,,SSNA
Navirai Airport,Navirai,BR,,SSNB
Santa Maria Airport,Sao Felix Do Araguaia,BR,,SSND
Fazenda Naisa Airport,Colombia,BR,,SSNF
Montenegro Airport,Montenegro,BR,QGF,SSNG
Novo Hamburgo Airport,Novo Hamburgo,BR,QHV,SSNH
Fazenda Novo Rumo Airport,Navirai,BR,,SSNI
Fazenda Primavera Airport,Aquidauana,BR,,SSNJ
Sementes Petrovina Airport,Pedra Preta,BR,,SSNK
Fazenda Essencia Airport,Nobres,BR,,SSNL
Guaranta Airport,Guaranta Do Norte,BR,,SSNM
Salvaterra II Airport,Joao Pinheiro,BR,,SSNN
Nonoai Airport,Nonoai,BR,,SSNO
Nova Prata Airport,Nova Prata,BR,,SSNP
Nioaque Airport,Nioaque,BR,,SSNQ
Fazenda Novo Horizonte Airport,Coxim,BR,,SSNR
Fazenda Rosa Mistica Airport,Amambai,BR,,SSNT
Santa Isabel Airport,Brotas,BR,,SSNU
Fazenda Novo Hamburgo Airport,Corumba,BR,,SSNV
Fazenda Buriti Airport,Barreiras,BR,,SSNW
Fazenda Florida Airport,Caceres,BR,,SSNY
Fazenda Sans Souci - Sede Airport,Corumba,BR,,SSOC
Fazenda Pouso Alegre Airport,Miranda,BR,,SSOD
Sao Miguel do Oeste Airport,Sao Miguel Do Oeste,BR,SQX,SSOE
Fazenda Vale da Serra Airport,Monte Azul,BR,,SSOF
Arapongas Airport,Arapongas,BR,APX,SSOG
Pederneiras Airport,Pederneiras,BR,,SSOI
Fazenda Estrela Airport,Inocencia,BR,,SSOJ
14 Bis Airport,Londrina,BR,,SSOK
Lavras Airport,Lavras,BR,,SSOL
Fazenda Joalice Airport,Tacuru,BR,,SSON
Estancia J.D.S Airport,Fernao,BR,,SSOO
Fazenda Cachoeirinha Airport,Aparecida Do Taboado,BR,,SSOP
Fazenda Barranco Alto Airport,Aquidauana,BR,,SSOQ
Chico Ledur Airport,Alegrete,BR,,SSOR
Osorio Airport,Osorio,BR,,SSOS
Fazenda Saco da Tapera Airport,Sao Romao,BR,,SSOT
Aripuanã Airport,Aripuanã,BR,AIR,SSOU
Fazenda Hora Airport,Urucuia,BR,,SSOV
Comandante Carmelo Airport,Itaituba,BR,,SSOW
FazendaMorada do Sol Airport,Nova Maringa,BR,,SSOY
Pato Branco Airport,Pato Branco,BR,PTO,SSPB
Fazenda Santa Julia Airport,Cocalinho,BR,,SSPC
Fazenda Paragua Airport,Comodoro,BR,,SSPD
Essencia Retiro do Rio Cuiaba Airport,Nobres,BR,,SSPE
Fazenda Sao Rafael Airport,Sao Jose Das Palmeiras,BR,,SSPF
Paranagua Airport,Paranagua,BR,PNG,SSPG
Paranavai Airport,Paranavai,BR,PVI,SSPI
Fazenda Reserva Airport,Reserva Do Iguacu,BR,,SSPJ
Porecatu Airport,Porecatu,BR,,SSPK
Palmeira das Missoes Airport,Palmeira Da Missoes,BR,,SSPL
Porto Murtinho Airport,Porto Murtinho,BR,,SSPM
Paranaiba Airport,Paranaiba,BR,PBB,SSPN
Aplicacao Aviacao Agricola II Airport,Itapora,BR,,SSPO
Fazenda Palma Airport,Pelotas,BR,,SSPP
Santa Rosa do Purus Airport,Santa Rosa Do Purus,BR,,SSPQ
Porto Walter Airport,Porto Walter,BR,,SSPR
Palmas Airport,Palmas,BR,,SSPS
Palotina Airport,Palotina,BR,,SSPT
Marechal Thaumaturgo Airport,Marechal Thaumaturgo,BR,,SSPV
Manoel Urbano Airport,Manoel Urbano,BR,,SSPX
Porto Indio Airport,Corumba,BR,,SSPY
Fazenda Guapore Airport,Comodoro,BR,,SSQA
Jordao Airport,Jordao,BR,,SSQB
Siqueira Campos Airport,Siqueira Campos,BR,,SSQC
Fazenda Floresta Negra Airport,Sete Quedas,BR,,SSQF
Santa Anastacia Airport,Sorriso,BR,,SSQI
Fazenda Matricha Airport,Uirapuru,BR,,SSQL
Tanque Novo Airport,Tanque Novo,BR,,SSQM
Mundo Novo Airport,Mundo Novo,BR,,SSQN
Fazenda Itapora Airport,Ribas Do Rio Pardo,BR,,SSQO
Monte Santo Airport,Monte Santo,BR,,SSQP
Fazenda Primavera Airport,Ribas Do Rio Pardo,BR,,SSQR
Castro Airport,Castro,BR,QAC,SSQT
Fazenda Alegrete - Retiro Carabda Airport,Aquidauana,BR,,SSQU
Luiz Eduardo Magalhaes Airport,Mimoso Do Oeste,BR,,SSQZ
Fazenda Rancho Belo Airport,Nova Andradina,BR,,SSRA
Rio Brilhante Airport,Rio Brilhante,BR,,SSRB
Fazenda Santa Ines Airport,Rio Brilhante,BR,,SSRC
Fazenda Sol Nascente Airport,Tacuru,BR,,SSRD
Realeza Airport,Realeza,BR,,SSRE
Castro Alves Airport,Castro Alves,BR,,SSRF
Fazenda Rancho Grande Airport,Laguna Carapa,BR,,SSRG
Fazenda Retiro do Marimbondo Airport,Anastacio,BR,,SSRH
Fazenda Dos Sonhos Airport,Anastacio,BR,,SSRI
Fazenda Jequitiba Airport,Nova Alvorada Do Sul,BR,,SSRJ
Campo Alegre de Lourdes Airport,Campo Alegre De Lourdes,BR,,SSRK
Fazenda Santa Ana Airport,Deodapolis,BR,,SSRL
Fazenda Sao Sebastiao Airport,Bonito,BR,,SSRM
Aeroclube de Rio Negrinho Airport,Rio Negrinho,BR,,SSRN
Fazenda Santa Rosa Airport,Navirai,BR,,SSRO
Refugio Airport,Dom Pedrito,BR,,SSRQ
Rancho Sumidor Airport,Rio Do Oeste,BR,,SSRS
Fazenda Mangal Airport,Curua,BR,,SSRT
Sao Lourenco do Sul Airport,Sao Lourenco Do Sul,BR,SQY,SSRU
Fazenda Marrua Airport,Ribeirao Cascalheira,BR,,SSRX
Rio Pardo Airport,Rio Pardo,BR,,SSRY
Rosario do Sul Airport,Rosario Do Sul,BR,,SSRZ
